session_id,timestamp,animal_shown,animal_selected,is_correct,response_time_ms,attempt_number,total_score,game_duration_sec,has_hearing_disability
session_1764344510092_qo4hav1vy,2025-11-28T21:46:53.105280,cow,dog,False,4032,17,15,2004.418,False
session_1764344510092_qo4hav1vy,2025-11-28T21:47:10.121200,cow,cow,True,14966,18,15,2021.433,True
session_1764344510092_qo4hav1vy,2025-11-28T21:47:29.922626,dog,dog,True,9708,19,16,2041.233,True
session_1764344510092_qo4hav1vy,2025-11-28T21:47:43.922348,lion,lion,True,6759,20,17,2055.216,True
session_1764344510092_qo4hav1vy,2025-11-28T21:47:59.928310,cat,dog,False,10723,21,18,2070.98,True
session_1764344510092_qo4hav1vy,2025-11-28T21:48:07.056230,cat,cat,True,3492,22,18,2078.366,False
session_1764344510092_qo4hav1vy,2025-11-28T21:55:28.595478,cat,cat,True,3479,23,19,2519.641,False
session_1764344510092_qo4hav1vy,2025-11-28T21:55:37.081046,dog,cow,False,3245,24,20,2528.39,False
session_1764419107252_kiodbsu52,2025-11-29T17:57:46.100453,dog,dog,True,3574,0,0,140.091,False
session_1764419107252_kiodbsu52,2025-11-29T17:57:55.430006,lion,lion,True,3023,1,1,149.708,False
session_1764419107252_kiodbsu52,2025-11-29T17:58:03.719056,lion,cow,False,3041,2,2,157.991,False
session_1764419107252_kiodbsu52,2025-11-29T17:58:07.684326,lion,lion,True,7308,3,2,162.258,True
session_1764419107252_kiodbsu52,2025-11-29T18:09:51.115337,dog,dog,True,3661,4,3,865.139,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:19.109315,dog,dog,True,4509,0,1,26.088,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:26.489040,cow,cat,False,5637,1,1,33.468,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:31.848378,cow,cow,True,4016,2,2,38.827,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:36.126662,dog,dog,True,3172,3,3,43.105,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:41.226765,dog,dog,True,3176,4,4,48.205,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:33:46.269064,cat,cat,True,3205,5,5,53.248,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:35:23.642060,dog,dog,True,4241,6,6,150.621,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:35:29.451368,cow,lion,False,4236,7,6,156.43,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:35:45.397011,cow,cat,False,14788,8,6,172.376,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:35:50.474214,cow,cow,True,3679,9,7,177.453,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:36:01.737398,dog,cat,False,9855,10,7,188.716,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:36:07.691782,cow,lion,False,5018,11,7,194.67,False
session_1764424973021_ssj4myrma7q1t,2025-11-09T19:36:13.805869,dog,cat,False,5470,12,7,200.785,False
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:33:12.927700,lion,lion,True,6500,0,1,19.906,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:33:23.853764,cow,lion,False,10342,1,1,30.832,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:35:20.041706,cow,cow,True,9987,2,2,147.02,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:35:34.480062,cow,dog,False,13442,3,2,161.458,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:35:41.979344,cow,cow,True,6632,4,3,168.958,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:35:53.019637,cow,dog,False,10147,5,3,179.998,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:36:01.643503,dog,dog,True,7742,6,4,188.622,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:36:13.490029,dog,dog,True,10889,7,5,200.468,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:36:29.870981,lion,dog,False,15507,8,5,216.849,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:36:39.052697,cow,cow,True,7714,9,6,226.031,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:36:49.652592,lion,lion,True,9382,10,7,236.631,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:41:35.531209,dog,dog,True,9605,11,8,522.509,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:41:50.586276,lion,dog,False,14168,12,8,537.564,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:42:00.644199,lion,lion,True,8801,13,9,547.622,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:42:09.511959,cow,cow,True,6954,14,10,556.49,True
session_1764424973021_leqz68lv5lfrp,2025-11-16T19:42:17.520820,cow,cow,True,6753,15,11,564.499,True
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:11.600952,cat,cat,True,5032,0,1,18.579,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:19.600343,cat,dog,False,6298,1,1,26.578,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:23.292799,cat,cat,True,2530,2,2,30.271,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:28.425524,lion,lion,True,3669,3,3,35.403,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:33.754308,cow,cow,True,4714,4,4,40.732,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:38.489070,lion,lion,True,3848,5,5,45.467,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:41.837192,cat,cat,True,2705,6,6,48.815,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:46.169074,cow,cow,True,3777,7,7,53.147,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:51.983313,cat,lion,False,4594,8,7,58.961,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:33:57.084368,cat,cat,True,4476,9,8,64.062,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:34:02.498113,dog,dog,True,3520,10,9,69.476,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:34:06.758689,dog,dog,True,3054,11,10,73.737,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:34:42.759318,cow,cow,True,2889,12,11,109.737,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:34:48.060282,dog,dog,True,4434,13,12,115.038,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:39:14.424843,lion,lion,True,5420,14,13,381.403,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:39:18.832582,dog,dog,True,3262,15,14,385.81,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:39:24.163202,dog,cat,False,4717,16,14,391.141,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:44:26.457630,lion,cow,False,6103,17,14,693.435,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:44:33.329993,cow,cow,True,5131,18,15,700.308,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:44:38.640347,dog,dog,True,3498,19,16,705.618,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:44:45.675278,dog,dog,True,6159,20,17,712.653,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:44:57.509719,dog,cat,False,11020,21,17,724.488,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:45:08.633381,dog,cat,False,10473,22,17,735.611,False
session_1764424973022_96ijr2sdbwpda,2025-11-09T19:45:14.850466,dog,cow,False,5461,23,17,741.828,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:05.937482,cow,cow,True,2995,0,1,12.915,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:11.473105,dog,dog,True,4011,1,2,18.451,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:16.703187,cow,cow,True,3732,2,3,23.681,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:23.615716,cow,cow,True,5102,3,4,30.593,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:28.481698,dog,dog,True,3334,4,5,35.459,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:41.595587,lion,cow,False,11801,5,5,48.573,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:47.903436,dog,dog,True,4534,6,6,54.881,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:54.251813,dog,dog,True,4740,7,7,61.229,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:33:58.173963,lion,lion,True,3352,8,8,65.151,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:02.549127,dog,dog,True,3637,9,9,69.527,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:09.527320,cow,cow,True,5256,10,10,76.505,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:15.228678,lion,lion,True,5110,11,11,82.206,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:21.930894,dog,dog,True,4864,12,12,88.908,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:26.876900,cow,cow,True,4028,13,13,93.854,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:31.657294,cat,cat,True,3269,14,14,98.635,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:36.017568,dog,dog,True,3035,15,15,102.995,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:41.107223,cow,cow,True,4101,16,16,108.085,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:46.596336,cow,cow,True,4039,17,17,113.574,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:53.112420,dog,dog,True,5349,18,18,120.09,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:34:59.846737,cat,cat,True,5327,19,19,126.824,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:35:06.721515,cow,cat,False,5833,20,19,133.699,False
session_1764424973022_ya21jxmhxdsk4,2025-11-15T19:35:14.774333,cat,cat,True,6061,21,20,141.752,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:08.981353,lion,lion,True,2890,0,1,15.959,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:14.323407,cow,cow,True,4821,1,2,21.301,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:19.535371,dog,dog,True,3318,2,3,26.513,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:23.394746,lion,lion,True,2666,3,4,30.372,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:28.373372,lion,lion,True,4240,4,5,35.351,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:35.299431,lion,lion,True,5094,5,6,42.277,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:41.593120,cow,cow,True,5158,6,7,48.57,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:47.538906,dog,dog,True,5098,7,8,54.516,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:33:54.058470,lion,lion,True,5272,8,9,61.036,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:00.745477,lion,lion,True,4739,9,10,67.723,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:06.069275,lion,lion,True,4524,10,11,73.046,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:10.768917,cow,cow,True,3025,11,12,77.746,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:15.809976,dog,dog,True,4504,12,13,82.787,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:23.213127,dog,lion,False,5450,13,13,90.19,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:40.466881,lion,cow,False,15403,14,13,107.444,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:45.835903,dog,dog,True,4397,15,14,112.813,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:34:50.720568,dog,dog,True,3005,16,15,117.698,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:01.478799,lion,dog,False,9871,17,15,128.456,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:09.166883,cat,cat,True,5845,18,16,136.144,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:21.981176,cat,dog,False,12299,19,16,148.958,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:26.308971,cat,cat,True,3650,20,17,153.286,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:31.362986,dog,dog,True,4108,21,18,158.34,False
session_1764424973022_1xxahemgh8x0x,2025-11-20T19:35:37.577167,dog,dog,True,5245,22,19,164.554,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:18.251610,cat,lion,False,14677,0,0,25.228,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:24.565459,dog,dog,True,4641,1,1,31.541,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:29.951058,lion,lion,True,4467,2,2,36.927,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:34.687088,cow,cow,True,4185,3,3,41.663,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:42.431036,cat,lion,False,6642,4,3,49.407,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:48.727031,dog,dog,True,4400,5,4,55.703,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:33:54.766533,cow,cow,True,4294,6,5,61.743,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:34:03.096341,lion,cat,False,6713,7,5,70.072,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:38:23.368114,cat,cat,True,2732,8,6,330.344,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:38:27.302633,dog,dog,True,3404,9,7,334.279,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:38:33.487570,cat,cat,True,4274,10,8,340.464,False
session_1764424973023_v80jg7b56i56p,2025-11-11T19:38:39.671193,cat,cat,True,4422,11,9,346.647,False
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:33:06.751514,dog,dog,True,6334,0,1,13.727,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:33:16.858384,cat,cat,True,8645,1,2,23.834,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:33:26.293788,cat,cat,True,8826,2,3,33.269,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:33:35.843459,dog,dog,True,7712,3,4,42.819,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:33:47.296785,cow,cow,True,9500,4,5,54.272,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:34:00.192464,dog,dog,True,11764,5,6,67.168,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:34:10.348314,cat,cat,True,8365,6,7,77.324,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:35:28.042111,cow,lion,False,13521,7,7,155.017,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:38:10.169845,lion,lion,True,11412,8,8,317.145,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:38:23.643136,cow,dog,False,11822,9,8,330.618,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:40:30.698693,cow,cow,True,7951,10,9,457.674,True
session_1764424973024_1k62pw5scxd2s,2025-11-21T19:40:37.582692,cow,cow,True,6196,11,10,464.558,True
session_1764424973025_tq244twvpnb85,2025-11-24T19:33:19.644082,cat,dog,False,15606,0,0,26.619,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:28.659151,cow,cow,True,3879,1,1,95.634,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:34.092268,cow,cow,True,4451,2,2,101.067,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:38.779429,cat,cat,True,3059,3,3,105.754,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:43.523189,lion,lion,True,3420,4,4,110.498,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:49.007178,cow,cow,True,4001,5,5,115.982,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:54.155109,lion,lion,True,3659,6,6,121.13,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:34:58.819895,cat,cat,True,3824,7,7,125.795,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:05.429990,dog,dog,True,5215,8,8,132.405,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:11.480463,dog,dog,True,4674,9,9,138.455,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:16.549947,cow,cow,True,4569,10,10,143.525,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:20.897361,lion,cow,False,3782,11,10,147.872,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:27.229330,lion,lion,True,5306,12,11,154.204,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:42.427179,lion,dog,False,14690,13,11,169.402,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:48.900447,cow,cow,True,4562,14,12,175.875,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:35:55.129025,lion,lion,True,4610,15,13,182.104,False
session_1764424973025_tq244twvpnb85,2025-11-24T19:36:00.082968,dog,dog,True,4217,16,14,187.058,False
session_1764424973025_du49t6bhdv6as,2025-10-30T19:33:12.131633,lion,lion,True,10771,0,1,19.106,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:33:23.145686,lion,lion,True,10408,1,2,30.12,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:38:24.388753,cat,lion,False,11872,2,2,331.363,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:38:35.719948,dog,cat,False,10670,3,2,342.695,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:38:54.069408,lion,dog,False,17648,4,2,361.044,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:39:12.768254,cat,dog,False,17781,5,2,379.743,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:39:25.905634,dog,lion,False,12335,6,2,392.88,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:39:35.388729,lion,lion,True,8535,7,3,402.363,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:39:43.210393,dog,dog,True,6795,8,4,410.185,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:40:01.349653,dog,cat,False,17378,9,4,428.324,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:40:11.967239,cat,cat,True,9492,10,5,438.942,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:40:25.565781,cat,lion,False,12662,11,5,452.54,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:40:36.227704,lion,lion,True,10071,12,6,463.202,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:40:44.134479,cow,cow,True,6893,13,7,471.109,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:41:02.550273,lion,dog,False,16443,14,7,489.525,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:41:13.177571,cat,cat,True,9774,15,8,500.152,True
session_1764424973025_du49t6bhdv6as,2025-10-30T19:41:25.624932,cow,cat,False,11463,16,8,512.6,True
session_1764424973025_iwttaig5hpu34,2025-11-06T19:33:09.538461,cat,cat,True,2404,0,1,16.513,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:33:13.883830,cat,cat,True,3091,1,2,20.858,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:33:17.068738,dog,dog,True,2567,2,3,24.043,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:33:23.481453,cat,cat,True,5190,3,4,30.456,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:33:28.750861,cow,cow,True,4540,4,5,35.725,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:35:52.749735,cow,cow,True,3363,5,6,179.724,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:35:57.101388,cat,cat,True,2548,6,7,184.076,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:04.125352,dog,dog,True,5349,7,8,191.1,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:08.487286,dog,dog,True,3826,8,9,195.462,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:15.126582,dog,dog,True,4936,9,10,202.101,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:31.420883,cat,dog,False,14962,10,10,218.395,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:37.312306,cow,cow,True,5119,11,11,224.287,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:44.094808,dog,dog,True,5760,12,12,231.069,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:51.091144,cow,cow,True,5025,13,13,238.065,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:36:55.577834,lion,lion,True,3111,14,14,242.552,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:01.136828,cat,cat,True,4012,15,15,248.111,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:05.456602,dog,dog,True,2966,16,16,252.431,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:11.103431,dog,dog,True,4413,17,17,258.078,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:17.819993,lion,lion,True,4788,18,18,264.794,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:24.265752,dog,dog,True,4561,19,19,271.24,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:37:30.127005,dog,dog,True,5066,20,20,277.101,False
session_1764424973025_iwttaig5hpu34,2025-11-06T19:42:11.177986,dog,dog,True,5810,21,21,558.152,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:12.598344,dog,dog,True,4782,0,1,19.572,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:18.859557,cat,cat,True,4853,1,2,25.833,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:35.329544,cat,cow,False,15714,2,2,42.303,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:42.090164,lion,lion,True,5113,3,3,49.064,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:48.927391,cat,cat,True,5348,4,4,55.901,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:54.278016,dog,dog,True,4370,5,5,61.252,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:33:58.159090,cat,cat,True,2664,6,6,65.133,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:03.895220,cat,cat,True,5117,7,7,70.869,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:08.605277,cat,cat,True,4106,8,8,75.579,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:14.516141,cow,cow,True,4658,9,9,81.49,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:21.311637,lion,cat,False,5844,10,9,88.286,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:26.172629,dog,dog,True,3666,11,10,93.147,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:29.799777,dog,dog,True,3002,12,11,96.774,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:33.737993,cat,cat,True,3195,13,12,100.712,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:37.623388,cow,cat,False,3033,14,12,104.597,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:42.354836,lion,lion,True,2804,15,13,109.329,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:47.539872,lion,lion,True,3580,16,14,114.514,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:34:53.880891,cow,cow,True,5619,17,15,120.855,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:35:00.841123,dog,dog,True,5941,18,16,127.815,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:35:08.232602,cat,cat,True,5799,19,17,135.207,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:35:15.523282,lion,lion,True,5588,20,18,142.497,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:35:21.367453,dog,dog,True,4704,21,19,148.341,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:35:27.487071,cat,cat,True,4926,22,20,154.461,False
session_1764424973026_byi82kk2wsxgc,2025-11-19T19:38:33.144091,dog,dog,True,4762,23,21,340.118,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:03.393552,cow,cow,True,3365,0,1,10.367,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:08.664599,dog,dog,True,3967,1,2,15.638,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:15.529714,dog,cat,False,5667,2,2,22.503,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:27.470138,dog,cat,False,10721,3,2,34.444,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:31.975281,cat,dog,False,3116,4,2,38.949,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:36.097815,cow,cow,True,2912,5,3,43.071,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:33:41.173654,cat,cat,True,3550,6,4,48.147,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:36:17.417944,cat,dog,False,3267,7,4,204.391,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:40:11.169204,cat,cow,False,12335,8,4,438.143,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:40:16.764109,lion,lion,True,4018,9,5,443.738,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:40:21.674863,dog,dog,True,3688,10,6,448.648,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:40:27.803897,cow,cow,True,5292,11,7,454.777,False
session_1764424973026_dedk076zkerwv,2025-11-18T19:41:52.935724,cow,cow,True,2971,12,8,539.909,False
session_1764424973026_njm4511vp5zh8,2025-11-21T19:33:10.170883,cow,cow,True,3673,0,1,17.144,False
